power,time
1808,337
1809,336
1810,335
1811,334
1812,333
1813,333
1814,332
1815,332
1816,332
1817,331
1818,331
1819,328
1820,327
1821,327
1822,326
1823,326
1824,326
1825,325
1826,323
1827,320
1828,319
1829,319
1830,318
1831,318
1832,316
1833,315
1834,314
1835,314
1836,311
1837,311
1838,310
1839,309
1840,309
1841,308
1842,307
1843,305
1844,304
1845,304
1846,303
1847,303
1848,301
1849,300
1850,300
1851,299
1852,298
1853,296
1854,294
1855,293
1856,290
1857,289
1858,289
1859,288
1860,287
1861,286
1862,285
1863,284
1864,283
1865,282
1866,282
1867,281
1868,281
1869,280
1870,279
1871,278
1872,278
1873,277
1874,276
1875,275
1876,275
1877,274
1878,273
1879,272
1880,272
1881,271
1882,271
1883,269
1884,268
1885,267
1886,267
1887,267
1888,267
1889,267
1890,266
1891,266
1892,266
1893,266
1894,264
1895,263
1896,261
1897,260
1898,260
1899,257
1900,256
1901,255
1902,253
1903,252
1904,252
1905,251
1906,251
1907,249
1908,248
1909,245
1910,243
1911,243
1912,242
1913,242
1914,242
1915,241
1916,240
1917,238
1918,238
1919,237
1920,236
1921,235
1922,235
1923,234
1924,233
1925,233
1926,232
1927,232
1928,231
1929,230
1930,229
1931,226
1932,226
1933,225
1934,225
1935,224
1936,224
1937,223
1938,222
1939,220
1940,219
1941,219
1942,218
1943,218
1944,216
1945,216
1946,215
1947,215
1948,214
1949,213
1950,212
1951,212
1952,211
1953,209
1954,207
1955,205
1956,205
1957,205
1958,204
1959,204
1960,203
1961,201
1962,200
1963,199
1964,198
1965,196
1966,195
1967,194
1968,194
1969,193
1970,193
1971,192
1972,191
1973,191
1974,189
1975,187
1976,187
1977,186
1978,186
1979,185
1980,185
1981,184
1982,184
1983,182
1984,182
1985,182
1986,182
1987,181
1988,181
1989,181
1990,181
1991,181
1992,180
1993,180
1994,179
1995,178
1996,177
1997,176
1998,175
1999,175
2000,175
2001,174
2002,174
2003,171
2004,170
2005,169
2006,168
2007,168
2008,167
2009,167
2010,167
2011,166
2012,165
2013,164
2014,163
2015,163
2016,161
2017,160
2018,159
2019,158
2020,156
2021,155
2022,154
2023,154
2024,151
2025,150
2026,150
2027,149
2028,149
2029,148
2030,147
2031,146
2032,145
2033,145
2034,144
2035,143
2036,142
2037,142
2038,141
2039,140
2040,139
2041,139
2042,138
2043,138
2044,133
2045,132
2046,131
2047,131
2048,130
2049,130
2050,130
2051,130
2052,129
2053,129
2054,128
2055,128
2056,127
2057,127
2058,127
2059,126
2060,126
2061,125
2062,125
2063,125
