value,forecast
0.204,0.211
0.214,0.218
0.202,0.21
0.221,0.205
0.29,0.224
0.225,0.225
0.215,0.224
0.214,0.216
0.282,0.235
0.172,0.229
0.278,0.225
0.499,0.227
0.222,0.23
0.235,0.235
0.227,0.228
0.169,0.212
0.125,0.205
0.22,0.223
0.231,0.23
0.259,0.228
0.274,0.239
0.19,0.21
0.196,0.22
0.384,0.236
0.166,0.209
0.238,0.203
0.3,0.237
0.088,0.202
0.228,0.236
0.198,0.217
0.24,0.215
0.236,0.236
0.243,0.239
0.215,0.224
0.191,0.202
0.353,0.24
0.207,0.224
0.322,0.231
0.228,0.207
0.219,0.211
0.239,0.212
0.206,0.227
0.177,0.201
0.254,0.222
0.217,0.223
0.238,0.231
0.041,0.207
0.319,0.203
0.042,0.217
0.144,0.213
0.269,0.231
0.169,0.223
0.186,0.23
0.251,0.231
0.167,0.204
0.391,0.232
0.249,0.206
0.169,0.221
0.219,0.209
0.1,0.231
0.313,0.203
0.249,0.225
0.236,0.234
0.215,0.237
0.248,0.218
0.211,0.229
0.2,0.208
0.28,0.234
0.167,0.215
0.049,0.223
0.388,0.209
0.234,0.233
0.235,0.235
0.105,0.226
0.134,0.214
0.235,0.214
0.128,0.213
0.313,0.221
0.062,0.204
0.271,0.211
0.078,0.235
0.304,0.235
0.164,0.211
0.266,0.233
0.134,0.215
0.241,0.232
